番組ID,番組分類,番組名,摘要,放映順,楽曲ID,楽曲名,歌手名
9154,"VD","ARIA The OVA~ARIETTA~","ED","1",45314,"明日、夕暮れまで","葉月絵理乃"
23411,"MV","ARIA The CREPUSCOLO","OP","",130236,"フェリチータ","安野希世乃"
23411,"MV","ARIA The CREPUSCOLO","ED","",130237,"echoes","安野希世乃"
8095,"TV","ARIA The NATURAL","OP","1",38825,"ユーフォリア","牧野由依"
8095,"TV","ARIA The NATURAL","OP","スポット放映",36022,"ウンディーネ","牧野由依"
8095,"TV","ARIA The NATURAL","OP","最終回に放映",41317,"ユーフォリア~弾き語り~","牧野由依"
8095,"TV","ARIA The NATURAL","ED","1",38826,"夏待ち","ROUND TABLE"
8095,"TV","ARIA The NATURAL","ED","2",40217,"Smile Again","葉月絵理乃"
8095,"TV","ARIA The NATURAL","ED","最終回に放映",36023,"Rainbow","ROUND TABLE"
7667,"TV","ARIA The ANIMATION","OP","1",36022,"ウンディーネ","牧野由依"
7667,"TV","ARIA The ANIMATION","OP","スポット放映",37351,"ウンディーネ-forest mix-","牧野由依"
7667,"TV","ARIA The ANIMATION","ED","1",36023,"Rainbow","ROUND TABLE"
7667,"TV","ARIA The ANIMATION","ED","スポット放映",37352,"Rainbow-acoustic ver.-","ROUND TABLE"
9461,"TV","ARIA The ORIGINATION","OP","1",47842,"スピラーレ","牧野由依"
9461,"TV","ARIA The ORIGINATION","ED","1",47970,"金の波 千の波","新居昭乃"
9461,"TV","ARIA The ORIGINATION","ED","最終回に放映",36022,"ウンディーネ","牧野由依"
9461,"TV","ARIA The ORIGINATION","ED","未放映話で使用",47971,"鳥かごの夢","新居昭乃"
69,"MV","アリオン","ED","",2138,"ペガサスの少女","後藤恭子"
2705,"VD","アリス","ED","",8701,"アリスのテーマ(アリス・ザ・サイボーグ)","服部恭子"
4685,"MV","A・LI・CE","ED","",18928,"A WHITE LILY","清水香里"
2805,"VD","ありす ALICE in Cyberland","OP","",8864,"とっておきのHeart beat time","浅田葉子,荒木香恵,宮村優子"
2805,"VD","ありす ALICE in Cyberland","ED","",8865,"君に会えて良かった","浅田葉子,荒木香恵,宮村優子"
5269,"TV","アリスSOS","OP","1",22327,"S・O・S","くまいもとこ,白石文子,津久井教生,池澤春菜,豊口めぐみ"
5269,"TV","アリスSOS","OP","再放送時に放映",22328,"S・O・S","池澤春菜,豊口めぐみ"
21040,"TV","ありすorありす","OP","",112079,"A or A!?","petit milady"
21040,"TV","ありすorありす","ED","",112080,"LONELY ALICE","Pyxis"
20074,"TV","アリスと蔵六","OP","",105317,"ワンダードライブ","ORESAMA"
20074,"TV","アリスと蔵六","ED","",105318,"Chant","toi toy toi"
9725,"TV","アリソンとリリア","OP","1",48702,"溜め息の橋","湯川潮音"
9725,"TV","アリソンとリリア","ED","1",49198,"サヨナラのおまじない","松本素生"
9725,"TV","アリソンとリリア","ED","最終回に放映",49198,"サヨナラのおまじない","松本素生"
3451,"MV","アリババと40匹の盗賊","ED","",11323,"雲がおしえてくれる道","大山のぶ代,ボーカル・ショップ"
22111,"TV","ありふれた職業で世界最強","OP","",119666,"FLARE","Void_Chords"
22111,"TV","ありふれた職業で世界最強","ED","",119667,"ハジメノウタ","DracoVirgo"
15998,"MV","アルヴ・レズル -機械仕掛けの妖精たち-","ED","",81939,"Sha le la","喜多村英梨"
15034,"TV","アルカナ・ファミリア","OP","",77083,"Magenta Another Sky","原田ひとみ"
15034,"TV","アルカナ・ファミリア","ED","",77134,"Pieces of  Treasure","福山潤,代永翼"
22677,"TV","アルゴナビス from BanG Dream!","OP","1",123957,"星がはじまる","Argonavis"
22677,"TV","アルゴナビス from BanG Dream!","OP","2",26808,"SCATTER","GYROAXIA"
22677,"TV","アルゴナビス from BanG Dream!","ED","1",124234,"雨上がりの坂道","Argonavis"
22677,"TV","アルゴナビス from BanG Dream!","ED","2",124186,"LIAR","GYROAXIA"
22677,"TV","アルゴナビス from BanG Dream!","ED","スポット放映",117483,"ゴールライン","Argonavis"
4107,"TV","アルジェントソーマ","OP","1",14454,"Silent Wind","菅井えり"
4107,"TV","アルジェントソーマ","OP","最終回に放映",18098,"The astronauts","(インストゥルメンタル)"
4107,"TV","アルジェントソーマ","ED","1",14455,"Horizon","Sphere"
4107,"TV","アルジェントソーマ","ED","最終回に放映",18099,"a wonderful world(Orchestra Version)","(インストゥルメンタル)"
17954,"TV","アルスラーン戦記","OP","1",92643,"僕の言葉ではない これは僕達の言葉","UVERworld"
17954,"TV","アルスラーン戦記","OP","2",93688,"渦と渦","NICO Touches the Walls"
17954,"TV","アルスラーン戦記","ED","1",92833,"ラピスラズリ","藍井エイル"
17954,"TV","アルスラーン戦記","ED","2",93689,"One Light","Kalafina"
17954,"TV","アルスラーン戦記","ED","最終回に放映",93688,"渦と渦","NICO Touches the Walls"
71,"MV","アルスラーン戦記","ED","",2891,"靴跡の花~アルスラーン戦記より~","遊佐未森"
72,"MV","アルスラーン戦記2","ED","",34860,"ときめきをBelieve(「アルスラーン戦記II」バージョン)","谷村有美"
2986,"VD","アルスラーン戦記 III","ED","",9358,"両手いっぱい","鈴木祥子"
3161,"VD","アルスラーン戦記 IV","ED","",9358,"両手いっぱい","鈴木祥子"
19217,"TV","アルスラーン戦記 風塵乱舞","OP","1",100443,"翼","藍井エイル"
19217,"TV","アルスラーン戦記 風塵乱舞","ED","1",100444,"blaze","Kalafina"
21295,"WA","あるゾンビ少女の災難","ED","",7519,"インストゥルメンタル曲(曲名不明)","(インストゥルメンタル)"
22655,"TV","アルテ","OP","",123872,"クローバー","坂本真綾"
22655,"TV","アルテ","ED","",123873,"晴れ模様","安野希世乃"
7176,"TV","UG☆アルティメットガール","OP","1",33177,"WHITE HEAT","yozuca*"
7176,"TV","UG☆アルティメットガール","ED","1",33178,"3センチメンタル","福圓美里"
10785,"VD","Ar tonelico~世界の終わりで詩い続ける少女~ORIGINAL VIDEO ANIMATION","ED","",41244,"EXEC_HYMME_MOISKYRIE/.","霜月はるか"
17317,"TV","アルドノア・ゼロ","OP","1",88717,"heavenly blue","Kalafina"
17317,"TV","アルドノア・ゼロ","OP","2",91698,"&Z","SawanoHiroyuki[nZk]:mizuki"
17317,"TV","アルドノア・ゼロ","ED","第1話のみ放映",88717,"heavenly blue","Kalafina"
17317,"TV","アルドノア・ゼロ","ED","1",88718,"A/Z","SawanoHiroyuki[nZk]:mizuki"
17317,"TV","アルドノア・ゼロ","ED","2",89472,"aLIEz","SawanoHiroyuki[nZk]:mizuki"
17317,"TV","アルドノア・ゼロ","ED","3",91797,"GENESIS","藍井エイル"
17317,"TV","アルドノア・ゼロ","ED","スポット放映",91698,"&Z","SawanoHiroyuki[nZk]:mizuki"
17317,"TV","アルドノア・ゼロ","ED","スポット放映",92594,"Harmonious","雨宮天"
73,"TV","アルプスの少女ハイジ","OP","1",1131,"おしえて","伊集加代子"
3081,"MV","アルプスの少女ハイジ","OP","",1131,"おしえて","伊集加代子"
73,"TV","アルプスの少女ハイジ","ED","1",2249,"まっててごらん","大杉久美子,ネリー・シュワルツ"
3081,"MV","アルプスの少女ハイジ","ED","",2249,"まっててごらん","大杉久美子,ネリー・シュワルツ"
74,"TV","アルプス物語わたしのアンネット","OP","1",983,"アンネットの青い空","潘恵子"
74,"TV","アルプス物語わたしのアンネット","ED","1",1094,"エーデルワイスの白い花","潘恵子"
16950,"MV","アルモニ","ED","",87676,"アルモニ","KOKIA"
2011,"MV","アレイの鏡","ED","",6931,"We will be one someday","下成佐登子"
3154,"TS","アレクサンダー戦記","OP","",10046,"あなたのキスを数えましょう-You were mine-","小柳ゆき"
4142,"MV","アレクサンダー戦記","ED","",10046,"あなたのキスを数えましょう-You were mine-","小柳ゆき"
75,"TV","アローエンブレム グランプリの鷹","OP","1",1345,"グランプリの鷹","水木一郎,フィーリング･フリー"
75,"TV","アローエンブレム グランプリの鷹","ED","1",2467,"レーサーブルース","水木一郎"
13764,"TV","UN-GO","OP","",71349,"How to go","school food punishment"
13764,"TV","UN-GO","ED","",71097,"Fantasy","LAMA"
21237,"TV","アンゴルモア 元寇合戦記","OP","",113519,"Braver","ストレイテナー"
21237,"TV","アンゴルモア 元寇合戦記","ED","",113520,"Upside Down","SHE'S"
17851,"TV","暗殺教室","OP","1",91564,"青春サツバツ論","3年E組うた担"
17851,"TV","暗殺教室","OP","2",92884,"自力本願レボリューション","3年E組うた担"
17851,"TV","暗殺教室","OP","3",96902,"QUESTION","3年E組うた担"
17851,"TV","暗殺教室","OP","4",98694,"バイバイ YESTERDAY","3年E組うた担"
17851,"TV","暗殺教室","OP","スポット放映",102699,"青春サツバツ論 -3年E組修学旅行4班(渚&茅野&業&杉野&神崎&奥田)ver.-","岡本信彦,洲崎綾,渕上舞,矢作紗友里,山谷祥生,佐藤聡美"
17851,"TV","暗殺教室","ED","1",91565,"Hello,shooting-star","moumoon"
17851,"TV","暗殺教室","ED","2",96903,"欠けた月","宮脇詩音"
17851,"TV","暗殺教室","ED","3",98692,"また君に会える日","宮脇詩音"
22105,"TV","あんさんぶるスターズ!","OP","1",119633,"Stars' Ensemble!","夢ノ咲ドリームスターズ"
22105,"TV","あんさんぶるスターズ!","OP","2",120890,"キセキ","Trickstar"
22105,"TV","あんさんぶるスターズ!","OP","3",121739,"キセキ","Eden"
22105,"TV","あんさんぶるスターズ!","OP","",108056,"Crush of Judgment","ナイトキラーズ"
22105,"TV","あんさんぶるスターズ!","OP","",122166,"キセキ","Trickstar,Eden"
22105,"TV","あんさんぶるスターズ!","ED","1",119634,"1st SING-ALONG☆","Trickstar"
22105,"TV","あんさんぶるスターズ!","ED","2",119826,"IMMORAL WORLD","UNDEAD"
22105,"TV","あんさんぶるスターズ!","ED","3",119971,"メイド・イン・トキメキ♪","Ra*bits"
22105,"TV","あんさんぶるスターズ!","ED","4",120184,"月下無双、紅の舞","紅月"
22105,"TV","あんさんぶるスターズ!","ED","5",120401,"Mischievous Party Time!!","2wink"
22105,"TV","あんさんぶるスターズ!","ED","6",120575,"始まりのファンタジア","fine"
22105,"TV","あんさんぶるスターズ!","ED","7",120892,"メテオ・スクランブル☆流星隊!","流星隊"
22105,"TV","あんさんぶるスターズ!","ED","8",121190,"Magic for your \"Switch\"","Switch"
22105,"TV","あんさんぶるスターズ!","ED","9",121405,"愉快痛快 That's alright!","鳥海浩輔"
22105,"TV","あんさんぶるスターズ!","ED","10",121605,"凱旋歌","Valkyrie"
22105,"TV","あんさんぶるスターズ!","ED","11",121835,"Promise Swords","Knights"
22105,"TV","あんさんぶるスターズ!","ED","12",122167,"Awakening Myth","Eden"
22105,"TV","あんさんぶるスターズ!","ED","最終回に放映",119633,"Stars' Ensemble!","夢ノ咲ドリームスターズ"
6945,"VD","アンジェリーク","OP","",31513,"初心","Key Of Lover-access-"
6945,"VD","アンジェリーク","ED","",31514,"夢のありか~realize your dream","2HEARTS"
3967,"VD","アンジェリーク 白い翼のメモワール","OP","",13631,"自由の使者","JET SETS"
3967,"VD","アンジェリーク 白い翼のメモワール","ED","",13632,"Hello","JET SETS"
4354,"VD","アンジェリーク~聖地より愛をこめて","OP","",16559,"Angelique~永遠の約束~","LAZY"
4354,"VD","アンジェリーク~聖地より愛をこめて","ED","",24108,"LEGEND OF THE LIGHT","LAZY"
19241,"TV","アンジュ・ヴィエルジュ","OP","",100111,"Love is MY RAIL","鈴木このみ"
19241,"TV","アンジュ・ヴィエルジュ","ED","",100112,"Link with U","L.I.N.K.s"
8642,"VD","_summer","OP","",30323,"ソーダ水とひこうき雲","小坂優舞"
8642,"VD","_summer","ED","",42088,"_summer","小坂優舞"
76,"TV","アンデス少年 ペペロの冒険","OP","1",2144,"ペペロの冒険","堀江美都子"
76,"TV","アンデス少年 ペペロの冒険","ED","1",3824,"風よつたえて","堀江美都子,ムーン・ドロップス"
77,"TV","アンデルセン物語","OP","",2270,"ミスター・アンデルセン","桜井妙子,ヤング・フレッシュ"
77,"TV","アンデルセン物語","ED","1",1306,"キャンティのうた","増山江威子,ヤング・フレッシュ"
77,"TV","アンデルセン物語","ED","2",1574,"ズッコのうた","山田康雄,ヤング・フレッシュ"
1644,"TV","アンドロイド・アナ MAICO 2010","OP","1",4215,"MAICOは踊る","丹下桜"
1644,"TV","アンドロイド・アナ MAICO 2010","ED","1",4217,"デフォルトの笑顔","丹下桜"
1644,"TV","アンドロイド・アナ MAICO 2010","ED","最終回に放映",4215,"MAICOは踊る","丹下桜"
2477,"TS","アンドロメダストーリーズ","ED","",8146,"永遠の1秒","STEVANY"
3588,"MV","アンネの日記","ED","",11983,"WHY","Hilary Summers"
3537,"TS","アンネの日記 アンネ・フランク物語","OP","",11767,"愛がある明日がある","シーガル"
3537,"TS","アンネの日記 アンネ・フランク物語","ED","",11768,"かもめになった少女","シーガル"
18987,"TV","あんハピ♪","OP","",98463,"PUNCH☆MIND☆HAPPINESS","Happy Clover"
18987,"TV","あんハピ♪","ED","",98464,"明日でいいから","Happy Clover"
79,"TV","あんみつ姫","OP","1",4135,"恋はくえすちょん","おニャン子クラブ"
79,"TV","あんみつ姫","ED","1",990,"あんみつ大作戦","おニャン子クラブ"
80,"TV","イーグルサム","OP","1",991,"イーグルサムのマーチ","イーグルス"
80,"TV","イーグルサム","OP","2",3263,"情熱FOREVER","イーグルス"
80,"TV","イーグルサム","ED","1",3473,"走れ!ゴーインBOY","イーグルス"
80,"TV","イーグルサム","ED","2",3687,"虹色I  LOVE  YOU","イーグルス"
2276,"TV","EASY COOKING ANIMATION セイシュンの食卓","OP","",7672,"パッシュ!","THE MINKS"
2311,"VD","Ys","ED","1",7725,"Endless History","南翔子"
2868,"VD","Ys II[天空の神殿]","ED","",7725,"Endless History","南翔子"
82,"TV","EAT-MAN","OP","1",3234,"小さな恋のメロディ(シングル・バージョン)","筋肉少女帯"
82,"TV","EAT-MAN","ED","1",807,"WALK THIS WAY","FIELDS"
1783,"TV","EAT-MAN '98","OP","1",4757,"バーニング・ブルー","MAGIC"
1783,"TV","EAT-MAN '98","ED","1",4758,"旅人","MAGIC"
6924,"TS","イーハトーブ幻想~KENjIの春","OP","",31414,"アヴェ・マリア","上々颱風"
20724,"TV","EVIL OR LIVE","OP","",109827,"それでも僕は生きている","NormCore"
20724,"TV","EVIL OR LIVE","ED","",116239,"回家的路","張恋歌"
10588,"WA","イヴの時間","ED","最終回に放映",56425,"やさしい時間の中で","田中理恵"
12255,"MV","イヴの時間 劇場版","ED","",62265,"I have a dream","Kalafina"
22649,"TV","イエスタデイをうたって","ED","1",123959,"籠の中に鳥","ユアネス"
22649,"TV","イエスタデイをうたって","ED","2",124762,"葵橋","さユり"
22649,"TV","イエスタデイをうたって","ED","3",124993,"イエスタデイをうたって","agehasprings"
8789,"TV","Yes!プリキュア5","OP","1",43050,"プリキュア5、スマイル go go!","工藤真由"
8789,"TV","Yes!プリキュア5","ED","1",43051,"キラキラしちゃってMy True Love!","宮本佳那子"
